UID,年齡,行業別,教育程度,是否以信用支付,有無逛過我們的網頁,聯絡有回應,與顧客聯絡方式,日,月份,全部活動跟該客戶連絡次數,距離上次有多久時日沒被聯絡,前一次行銷活動的銷售結果,買A商品,過往滿意程度
U10397,37,服務業,大學,否,是,否,未知,20,apr,1,348,失敗,0,3
U7668,41,藍領,高中,否,是,否,未知,20,apr,1,150,失敗,0,3
U33820,34,藍領,大學,否,是,是,未知,20,apr,1,-1,未知,0,3
U22835,41,科技,研究所,否,是,否,未知,20,apr,1,-1,未知,0,3
U3512,38,SOHO,大學,否,是,否,未知,20,apr,1,-1,未知,0,3
U38394,42,工程,大學,否,是,是,未知,20,apr,1,-1,未知,0,3
U5695,29,藍領,大學,否,是,否,未知,20,apr,2,-1,未知,0,3
U26769,50,藍領,大學,否,是,是,未知,20,apr,1,-1,未知,0,3
U7708,35,藍領,大學,否,是,否,未知,20,apr,1,-1,未知,0,3
U44688,46,服務業,大學,否,是,否,未知,20,apr,1,-1,未知,0,3
U15538,50,老闆,大學,否,是,否,未知,20,apr,3,-1,未知,0,3
U10943,37,藍領,大學,否,是,否,未知,20,apr,2,-1,未知,0,4
U8668,28,藍領,大學,否,是,否,未知,20,apr,2,-1,未知,0,3
U17531,46,管理,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U17298,58,藍領,大學,否,是,否,未知,17,apr,2,343,失敗,0,3
U25389,30,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U36787,52,老闆,大學,否,是,否,未知,17,apr,1,344,失敗,0,3
U23015,33,老闆,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U36602,27,藍領,大學,否,是,是,未知,17,apr,2,343,失敗,0,3
U44325,38,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U39074,35,藍領,大學,否,是,否,未知,17,apr,1,331,失敗,0,3
U15865,31,老闆,大學,否,否,否,未知,17,apr,2,-1,未知,0,3
U20134,30,服務業,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U28264,33,藍領,大學,否,是,是,未知,17,apr,2,-1,未知,0,3
U1375,37,管理,研究所,否,是,否,未知,17,apr,2,-1,未知,0,3
U31401,33,SOHO,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U9293,42,家管,大學,否,是,是,未知,17,apr,2,-1,未知,0,3
U22667,42,藍領,大學,否,是,否,未知,17,apr,3,-1,未知,0,3
U17407,33,藍領,大學,否,是,否,未知,17,apr,1,148,失敗,0,3
U39962,31,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U12993,45,科技,大學,否,是,否,未知,17,apr,4,-1,未知,0,3
U3759,54,SOHO,大學,否,是,否,未知,17,apr,1,148,失敗,0,3
U2864,32,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U41361,42,服務業,大學,否,是,否,未知,17,apr,3,323,失敗,0,3
U32198,35,服務業,大學,否,是,否,未知,17,apr,2,280,失敗,0,3
U10999,39,服務業,大學,否,否,否,未知,17,apr,1,344,失敗,0,3
U13249,34,工程,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U44674,55,管理,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U24724,31,服務業,大學,否,是,是,未知,17,apr,1,-1,未知,0,3
U30698,30,服務業,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U31364,40,藍領,大學,否,是,否,未知,17,apr,2,318,其他,0,3
U42672,49,服務業,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U26120,36,管理,研究所,否,否,否,未知,17,apr,1,-1,未知,0,3
U108,44,科技,大學,否,是,否,未知,17,apr,3,-1,未知,0,3
U16319,36,藍領,高中以下,否,是,是,未知,17,apr,2,-1,未知,0,3
U43254,43,科技,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U1124,36,科技,大學,是,是,否,未知,17,apr,1,-1,未知,1,3
U22778,35,藍領,大學,否,是,否,未知,17,apr,1,344,失敗,0,3
U26031,59,服務業,高中,否,是,否,未知,17,apr,4,-1,未知,0,3
U42910,24,藍領,大學,否,是,否,未知,17,apr,1,15,失敗,0,3
U36011,38,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U16752,32,服務業,大學,否,是,否,未知,17,apr,2,345,失敗,0,3
U24704,48,管理,研究所,否,是,否,未知,17,apr,2,343,失敗,0,3
U1687,33,藍領,高中以下,是,是,是,未知,17,apr,2,329,失敗,1,3
U21292,35,服務業,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U3903,34,科技,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U24777,35,管理,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U16821,30,老闆,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U16449,45,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U35714,35,服務業,大學,否,是,是,未知,17,apr,2,344,失敗,0,3
U26713,29,管理,研究所,否,是,否,未知,17,apr,1,336,失敗,0,3
U41235,28,家管,研究所,否,否,否,未知,17,apr,1,-1,未知,1,3
U32601,43,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U3673,33,藍領,高中,否,是,否,未知,17,apr,2,331,失敗,0,3
U8608,33,老闆,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U4338,30,工程,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
U12052,41,老闆,大學,否,是,否,未知,17,apr,1,333,失敗,0,3
U36533,34,工程,高中,否,是,否,未知,17,apr,2,329,失敗,0,3
U34770,58,退休,高中,否,是,是,未知,17,apr,3,-1,未知,0,3
U29125,30,管理,研究所,否,是,否,未知,17,apr,2,-1,未知,0,3
U30530,60,退休,研究所,否,是,否,未知,17,apr,2,344,失敗,0,3
U22560,31,老闆,大學,否,否,否,未知,17,apr,3,-1,未知,1,3
U41024,40,服務業,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U17148,39,科技,大學,否,是,否,未知,17,apr,1,317,失敗,0,3
U34999,28,管理,研究所,否,否,是,未知,17,apr,1,-1,未知,0,3
U2454,30,服務業,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U32959,49,工程,大學,否,是,否,未知,17,apr,1,-1,未知,1,3
U13874,32,服務業,大學,否,是,否,未知,17,apr,1,150,失敗,0,3
U8781,40,老闆,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U30394,46,管理,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U42281,29,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U10342,30,老闆,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U25055,38,科技,大學,否,是,否,未知,17,apr,1,346,失敗,0,3
U18414,37,管理,研究所,否,是,否,未知,17,apr,1,336,失敗,0,3
U2525,34,管理,研究所,否,是,否,未知,17,apr,1,150,失敗,0,3
U34464,48,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U6943,37,藍領,大學,否,是,否,未知,17,apr,1,282,失敗,0,3
U32149,26,SOHO,研究所,否,是,是,未知,17,apr,1,325,其他,0,3
U1430,30,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U40943,25,科技,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U37148,40,藍領,高中,否,是,否,未知,17,apr,1,319,失敗,0,3
U14159,32,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U1629,28,老闆,大學,否,否,是,未知,17,apr,3,-1,未知,0,3
U44689,47,老闆,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U28018,51,藍領,高中,否,是,否,未知,17,apr,3,-1,未知,0,3
U39422,34,管理,大學,是,是,否,未知,17,apr,1,344,失敗,1,3
U18402,35,藍領,高中以下,否,是,否,未知,17,apr,1,-1,未知,1,3
U37912,30,藍領,大學,否,是,否,未知,17,apr,3,267,失敗,0,3
U29122,33,科技,大學,否,否,否,未知,17,apr,1,-1,未知,1,3
U18848,32,老闆,大學,否,是,否,未知,17,apr,1,337,其他,0,3
U11109,28,管理,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U17789,35,老闆,大學,否,是,否,未知,17,apr,1,270,失敗,0,3
U36942,36,服務業,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U18934,71,退休,高中,否,否,否,未知,17,apr,1,-1,未知,1,3
U37159,30,藍領,大學,否,是,否,未知,17,apr,7,324,失敗,0,3
U44288,33,老闆,高中,否,否,否,未知,17,apr,3,-1,未知,0,3
U43549,30,老闆,大學,否,是,否,未知,17,apr,1,347,失敗,0,3
U15725,34,服務業,大學,否,是,否,未知,17,apr,1,332,失敗,0,3
U28584,29,服務業,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U34169,31,失業,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U18,33,藍領,大學,否,是,否,未知,17,apr,3,332,其他,0,3
U39431,41,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U21716,33,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U26657,43,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U41434,47,老闆,高中,否,否,否,未知,17,apr,1,148,失敗,0,3
U5245,47,管理,研究所,否,是,否,未知,17,apr,1,323,失敗,0,3
U22224,38,科技,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U18271,40,藍領,高中,否,是,是,未知,17,apr,1,318,失敗,0,3
U39647,31,科技,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U38903,36,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U1443,45,藍領,高中,否,否,否,未知,17,apr,1,-1,未知,0,3
U31692,41,科技,研究所,否,是,否,未知,17,apr,1,267,失敗,0,3
U1236,37,老闆,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U34096,35,管理,研究所,否,是,否,未知,17,apr,1,-1,未知,1,3
U31760,38,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U355,36,管理,研究所,否,是,是,未知,17,apr,1,-1,未知,0,3
U27041,32,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U12479,42,藍領,大學,否,是,否,未知,17,apr,1,318,失敗,0,3
U1087,40,藍領,大學,否,是,是,未知,17,apr,1,-1,未知,0,3
U33040,46,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U30470,39,科技,大學,否,是,是,未知,17,apr,2,-1,未知,0,3
U43158,41,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U3438,42,服務業,大學,否,是,是,未知,17,apr,1,149,失敗,0,3
U16726,34,老闆,大學,否,是,否,未知,17,apr,1,332,失敗,0,3
U12126,50,老闆,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U6807,41,管理,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U34073,48,科技,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U23251,34,藍領,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
U40758,53,退休,大學,否,是,是,未知,17,apr,1,-1,未知,0,3
U14094,36,藍領,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
U351,33,藍領,高中,否,是,否,未知,17,apr,2,-1,未知,1,3
U1566,40,服務業,大學,否,是,否,未知,17,apr,2,-1,未知,1,3
U22886,31,藍領,大學,否,否,否,未知,17,apr,1,-1,未知,0,3
U7311,29,管理,研究所,否,否,是,未知,17,apr,2,-1,未知,0,3
U33041,29,藍領,大學,否,是,否,未知,17,apr,2,316,其他,0,3
U10966,49,管理,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U27734,38,管理,研究所,否,是,否,未知,17,apr,1,260,其他,1,3
U43673,29,服務業,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U20117,47,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U17897,37,藍領,高中,否,是,否,未知,17,apr,1,305,失敗,1,3
U13820,34,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U3966,35,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U23095,35,老闆,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U42593,38,服務業,大學,否,是,否,未知,17,apr,1,344,失敗,0,3
U14112,32,失業,大學,否,是,否,未知,17,apr,1,336,失敗,0,3
U2372,32,科技,研究所,否,是,是,未知,17,apr,1,-1,未知,0,3
U25976,38,科技,大學,否,是,是,未知,17,apr,2,149,失敗,0,3
U8471,37,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U24120,61,退休,高中,否,否,否,未知,17,apr,9,-1,未知,0,3
U19659,37,工程,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U34544,36,SOHO,大學,否,是,否,未知,17,apr,3,343,失敗,0,3
U5474,32,科技,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U17218,52,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U10512,44,老闆,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U4458,37,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U44846,46,藍領,高中,否,是,否,未知,17,apr,1,344,失敗,0,3
U32059,45,藍領,高中,否,是,否,未知,17,apr,1,148,其他,0,3
U16955,34,管理,研究所,否,是,否,未知,17,apr,1,248,成功,0,3
U35771,37,老闆,研究所,否,是,否,未知,17,apr,1,331,失敗,0,3
U23776,33,科技,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U4719,43,藍領,大學,否,是,否,未知,17,apr,3,345,其他,0,3
U2544,44,管理,研究所,否,是,否,未知,17,apr,1,268,其他,0,3
U43231,34,服務業,研究所,否,是,否,未知,17,apr,4,-1,未知,0,3
U11734,37,藍領,高中,否,是,否,未知,17,apr,2,315,失敗,0,3
U39968,49,藍領,高中,否,是,否,未知,17,apr,1,260,失敗,0,3
U39413,31,科技,研究所,否,是,是,未知,17,apr,2,339,其他,0,3
U14343,33,科技,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U36440,36,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U3579,33,管理,研究所,否,是,否,未知,17,apr,1,-1,未知,0,3
U35833,51,藍領,大學,否,是,否,未知,17,apr,3,-1,未知,0,3
U43705,35,管理,研究所,否,是,是,未知,17,apr,1,-1,未知,0,3
U23132,30,藍領,大學,否,是,否,未知,17,apr,1,150,失敗,0,3
U3294,39,藍領,高中,否,是,否,未知,17,apr,1,-1,未知,0,3
U2751,29,科技,大學,否,是,否,未知,17,apr,3,323,失敗,1,3
U7124,39,管理,大學,否,是,否,未知,17,apr,4,-1,未知,0,3
U38356,32,管理,研究所,否,是,否,未知,17,apr,3,-1,未知,0,3
U32052,38,老闆,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U37791,36,管理,研究所,否,否,否,未知,17,apr,2,-1,未知,0,3
U16966,41,服務業,高中,否,是,否,未知,17,apr,1,338,失敗,0,3
U33168,39,老闆,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U28970,35,藍領,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U16621,38,老闆,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U13528,39,服務業,大學,否,是,否,未知,17,apr,1,-1,未知,0,3
U42352,41,藍領,高中,否,是,是,未知,17,apr,3,-1,未知,0,3
U34866,38,藍領,大學,否,是,否,未知,17,apr,4,340,失敗,0,3
U4516,29,藍領,大學,否,是,是,未知,17,apr,2,-1,未知,0,3
U29586,35,科技,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U35184,23,科技,大學,否,是,否,未知,17,apr,3,325,失敗,0,3
U20847,40,科技,大學,否,否,否,未知,17,apr,2,-1,未知,0,3
U389,51,藍領,大學,否,是,是,未知,17,apr,2,287,失敗,0,3
U27589,28,服務業,大學,否,是,是,未知,17,apr,2,-1,未知,0,3
U23609,74,退休,大學,否,否,否,未知,17,apr,2,-1,未知,1,3
U4371,32,老闆,大學,否,是,否,未知,17,apr,4,-1,未知,0,3
U12885,35,藍領,大學,否,是,否,未知,17,apr,2,331,成功,0,3
U12466,42,藍領,高中,否,是,否,未知,17,apr,3,-1,未知,1,3
U17802,30,藍領,大學,否,是,否,未知,17,apr,3,329,失敗,0,3
U35565,40,老闆,大學,否,是,否,未知,17,apr,3,-1,未知,0,3
U43591,50,藍領,高中,否,是,否,未知,17,apr,3,324,其他,0,3
U2974,53,科技,大學,否,是,否,未知,17,apr,3,180,成功,1,3
U32358,56,藍領,大學,否,否,否,未知,17,apr,2,-1,未知,0,3
U22329,26,老闆,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U44227,29,藍領,高中,否,是,是,未知,17,apr,3,318,失敗,0,3
U21110,33,科技,研究所,否,是,否,未知,17,apr,2,252,失敗,0,3
U42072,34,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U34769,40,管理,研究所,否,是,否,未知,17,apr,2,-1,未知,0,3
U28612,46,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U15991,42,藍領,高中,否,是,否,未知,17,apr,3,-1,未知,0,3
U15403,36,藍領,大學,否,否,否,未知,17,apr,3,-1,未知,0,3
U18623,31,科技,大學,否,是,是,未知,17,apr,3,322,其他,0,3
U28231,36,老闆,研究所,否,是,否,未知,17,apr,2,-1,未知,0,3
U7304,30,服務業,大學,否,是,是,未知,17,apr,4,329,其他,0,3
U31314,48,藍領,高中,否,是,是,未知,17,apr,3,303,失敗,0,3
U31489,32,藍領,大學,否,是,否,未知,17,apr,2,323,失敗,0,3
U3347,29,藍領,大學,否,是,否,未知,17,apr,3,331,其他,0,3
U4195,32,家管,大學,否,是,否,未知,17,apr,5,-1,未知,0,3
U20092,35,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U16100,31,藍領,大學,否,是,否,未知,17,apr,2,150,失敗,0,3
U41039,36,藍領,大學,否,是,否,未知,17,apr,2,322,失敗,0,3
U17376,38,SOHO,大學,否,是,否,未知,17,apr,3,326,其他,0,3
U44985,38,老闆,研究所,否,否,否,未知,17,apr,2,-1,未知,0,3
U23627,35,管理,研究所,否,是,否,未知,17,apr,5,-1,未知,0,3
U6760,35,藍領,高中,否,否,否,未知,17,apr,2,-1,未知,0,3
U21363,37,服務業,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
U23121,45,藍領,高中以下,否,是,否,未知,17,apr,2,336,其他,0,3
U41725,36,管理,研究所,否,是,否,未知,17,apr,4,150,失敗,0,3
U7734,47,管理,研究所,否,是,否,未知,17,apr,2,-1,未知,0,3
U42999,35,服務業,高中以下,否,是,否,未知,17,apr,2,318,其他,0,3
U35909,34,老闆,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U43926,36,藍領,大學,否,是,否,未知,17,apr,2,319,失敗,0,3
U9592,54,管理,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
U8204,32,老闆,大學,否,否,否,未知,17,apr,2,343,失敗,0,3
U3854,46,服務業,大學,否,是,否,未知,17,apr,3,150,失敗,0,3
U15571,40,藍領,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
U25686,31,科技,大學,否,是,否,未知,17,apr,3,-1,未知,0,3
U23657,33,藍領,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
U2060,38,藍領,大學,否,是,否,未知,17,apr,4,331,失敗,0,3
U13318,37,藍領,大學,否,是,否,未知,17,apr,2,281,失敗,0,3
U36631,32,服務業,大學,否,是,否,未知,17,apr,4,-1,未知,0,3
U16914,38,管理,研究所,否,是,否,未知,17,apr,2,-1,未知,0,3
U16763,56,科技,大學,否,是,是,未知,20,apr,2,-1,未知,0,3
U12988,37,家管,高中,否,是,否,未知,20,apr,2,-1,未知,0,3
U14082,44,管理,研究所,否,是,否,未知,20,apr,2,-1,未知,0,3
U10487,38,老闆,高中,否,是,否,未知,20,apr,2,315,失敗,0,3
U35879,32,管理,研究所,否,是,是,未知,20,apr,2,-1,未知,0,3
U21570,26,科技,大學,否,否,否,未知,20,apr,2,-1,未知,1,3
U43381,24,藍領,大學,否,是,否,未知,20,apr,6,-1,未知,0,3
U16811,21,藍領,大學,否,是,否,未知,20,apr,5,-1,未知,0,3
U15649,36,藍領,大學,否,是,否,未知,20,apr,2,341,其他,0,3
U979,32,老闆,大學,否,是,否,未知,20,apr,3,341,失敗,0,3
U24658,35,SOHO,研究所,否,是,否,未知,20,apr,7,-1,未知,0,3
U27849,30,管理,研究所,否,是,否,未知,20,apr,2,291,其他,0,3
U15601,59,管理,研究所,否,是,否,未知,17,apr,4,-1,未知,0,3
U41128,37,科技,研究所,否,是,否,未知,17,apr,2,147,失敗,0,3
U44870,30,老闆,大學,否,是,否,未知,17,apr,2,302,失敗,0,3
U4317,34,服務業,大學,否,是,否,未知,17,apr,2,147,其他,0,3
U8784,35,工程,研究所,否,是,否,未知,17,apr,2,73,失敗,0,3
U44542,47,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U20938,44,藍領,高中,否,是,否,未知,17,apr,3,326,失敗,0,3
U43362,32,藍領,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
U13660,42,老闆,研究所,否,是,是,未知,17,apr,4,-1,未知,0,3
U3326,23,老闆,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U14977,47,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U17817,39,老闆,大學,否,是,否,未知,17,apr,3,-1,未知,0,3
U21069,38,老闆,大學,否,是,是,未知,17,apr,2,-1,未知,1,3
U44415,33,藍領,大學,否,是,是,未知,17,apr,3,333,失敗,0,3
U72,41,科技,大學,否,否,否,未知,17,apr,2,-1,未知,1,3
U24780,31,科技,大學,否,否,否,未知,17,apr,3,-1,未知,0,3
U19445,46,科技,大學,否,是,否,未知,17,apr,3,148,成功,0,3
U27974,37,老闆,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U34017,36,老闆,高中,否,是,否,未知,17,apr,3,-1,未知,0,3
U26414,37,SOHO,高中,否,是,否,未知,17,apr,4,323,失敗,0,3
U34411,32,科技,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U19743,49,科技,高中以下,否,否,否,未知,17,apr,3,-1,未知,0,3
U25473,58,退休,高中,否,是,否,未知,17,apr,3,-1,未知,0,3
U44129,46,服務業,大學,否,是,否,未知,17,apr,2,337,失敗,0,3
U22365,40,服務業,大學,否,是,否,未知,20,apr,1,305,成功,0,3
U19029,38,老闆,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U7580,31,科技,大學,否,是,否,未知,17,apr,2,240,失敗,0,3
U14081,32,SOHO,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
U39048,47,管理,大學,否,是,否,未知,17,apr,3,-1,未知,0,3
U32942,29,科技,大學,否,否,否,未知,17,apr,5,-1,未知,1,3
U34270,36,服務業,大學,否,是,否,未知,17,apr,2,324,其他,0,3
U3588,43,科技,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U37506,50,科技,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U14194,31,服務業,大學,否,是,是,未知,17,apr,2,319,失敗,0,3
U31581,35,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U9560,31,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U33747,37,管理,研究所,否,是,否,未知,17,apr,2,332,失敗,0,3
U10040,34,藍領,高中,否,是,是,未知,17,apr,4,275,其他,0,3
U17681,44,藍領,大學,否,是,否,未知,17,apr,2,-1,未知,0,3
U26309,38,管理,研究所,否,是,否,未知,17,apr,2,-1,未知,0,3
U5646,25,SOHO,研究所,否,否,否,未知,17,apr,4,-1,未知,0,3
U5862,37,藍領,高中,否,是,是,未知,17,apr,2,-1,未知,0,3
U7267,28,服務業,大學,否,是,是,未知,17,apr,2,-1,未知,0,3
U10538,34,藍領,研究所,否,是,否,未知,17,apr,2,315,其他,0,3
U23444,32,科技,大學,否,是,否,未知,17,apr,1,150,失敗,0,3
U10756,27,管理,研究所,否,是,否,未知,17,apr,2,-1,未知,0,3
U22290,40,藍領,大學,否,是,否,未知,17,apr,2,304,失敗,0,3
U36831,53,管理,研究所,否,是,否,未知,17,apr,2,344,失敗,0,3
U18789,31,藍領,大學,否,是,否,未知,17,apr,3,-1,未知,0,3
U14209,36,藍領,大學,否,是,是,未知,17,apr,2,-1,未知,0,3
U36215,34,藍領,高中,否,是,否,未知,17,apr,2,-1,未知,0,3
