UID,年齡,行業別,教育程度,是否以信用支付,有無逛過我們的網頁,聯絡有回應,日,月份,全部活動跟該客戶連絡次數,距離上次有多久時日沒被聯絡,前一次行銷活動的銷售結果,過往滿意程度,買A商品
U3759,54,SOHO,大學,否,是,否,17,apr,1,148,失敗,3,0
U2864,32,藍領,高中,否,是,否,17,apr,1,-1,未知,3,0
U41361,42,服務業,大學,否,是,否,17,apr,3,323,失敗,3,0
U32198,35,服務業,大學,否,是,否,17,apr,2,280,失敗,3,0
U10999,39,服務業,大學,否,否,否,17,apr,1,344,失敗,3,0
U13249,34,工程,研究所,否,是,否,17,apr,1,-1,未知,3,0
U44674,55,管理,大學,否,是,否,17,apr,1,-1,未知,3,0
U24724,31,服務業,大學,否,是,是,17,apr,1,-1,未知,3,0
U30698,30,服務業,大學,否,是,否,17,apr,1,-1,未知,3,0
U31364,40,藍領,大學,否,是,否,17,apr,2,318,其他,3,0
U42672,49,服務業,大學,否,是,否,17,apr,1,-1,未知,3,0
U26120,36,管理,研究所,否,否,否,17,apr,1,-1,未知,3,0
U108,44,科技,大學,否,是,否,17,apr,3,-1,未知,3,0
U16319,36,藍領,高中以下,否,是,是,17,apr,2,-1,未知,3,0
U43254,43,科技,大學,否,是,否,17,apr,2,-1,未知,3,0
U1124,36,科技,大學,是,是,否,17,apr,1,-1,未知,3,1
U22778,35,藍領,大學,否,是,否,17,apr,1,344,失敗,3,0
U26031,59,服務業,高中,否,是,否,17,apr,4,-1,未知,3,0
U42910,24,藍領,大學,否,是,否,17,apr,1,15,失敗,3,0
U36011,38,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U16752,32,服務業,大學,否,是,否,17,apr,2,345,失敗,3,0
U24704,48,管理,研究所,否,是,否,17,apr,2,343,失敗,3,0
U1687,33,藍領,高中以下,是,是,是,17,apr,2,329,失敗,3,1
U21292,35,服務業,大學,否,是,否,17,apr,1,-1,未知,3,0
U3903,34,科技,大學,否,是,否,17,apr,1,-1,未知,3,0
U24777,35,管理,研究所,否,是,否,17,apr,1,-1,未知,3,0
U16821,30,老闆,研究所,否,是,否,17,apr,1,-1,未知,3,0
U16449,45,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U35714,35,服務業,大學,否,是,是,17,apr,2,344,失敗,3,0
U26713,29,管理,研究所,否,是,否,17,apr,1,336,失敗,3,0
U41235,28,家管,研究所,否,否,否,17,apr,1,-1,未知,3,1
U32601,43,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U3673,33,藍領,高中,否,是,否,17,apr,2,331,失敗,3,0
U8608,33,老闆,大學,否,是,否,17,apr,2,-1,未知,3,0
U4338,30,工程,高中,否,是,否,17,apr,2,-1,未知,3,0
U12052,41,老闆,大學,否,是,否,17,apr,1,333,失敗,3,0
U36533,34,工程,高中,否,是,否,17,apr,2,329,失敗,3,0
U34770,58,退休,高中,否,是,是,17,apr,3,-1,未知,3,0
U29125,30,管理,研究所,否,是,否,17,apr,2,-1,未知,3,0
U30530,60,退休,研究所,否,是,否,17,apr,2,344,失敗,3,0
U22560,31,老闆,大學,否,否,否,17,apr,3,-1,未知,3,1
U41024,40,服務業,大學,否,是,否,17,apr,2,-1,未知,3,0
U17148,39,科技,大學,否,是,否,17,apr,1,317,失敗,3,0
U34999,28,管理,研究所,否,否,是,17,apr,1,-1,未知,3,0
U2454,30,服務業,大學,否,是,否,17,apr,2,-1,未知,3,0
U32959,49,工程,大學,否,是,否,17,apr,1,-1,未知,3,1
U13874,32,服務業,大學,否,是,否,17,apr,1,150,失敗,3,0
U8781,40,老闆,大學,否,是,否,17,apr,1,-1,未知,3,0
U30394,46,管理,大學,否,是,否,17,apr,1,-1,未知,3,0
U42281,29,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U10342,30,老闆,大學,否,是,否,17,apr,1,-1,未知,3,0
U25055,38,科技,大學,否,是,否,17,apr,1,346,失敗,3,0
U18414,37,管理,研究所,否,是,否,17,apr,1,336,失敗,3,0
U2525,34,管理,研究所,否,是,否,17,apr,1,150,失敗,3,0
U34464,48,藍領,高中,否,是,否,17,apr,1,-1,未知,3,0
U6943,37,藍領,大學,否,是,否,17,apr,1,282,失敗,3,0
U32149,26,SOHO,研究所,否,是,是,17,apr,1,325,其他,3,0
U1430,30,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U40943,25,科技,大學,否,是,否,17,apr,1,-1,未知,3,0
U37148,40,藍領,高中,否,是,否,17,apr,1,319,失敗,3,0
U14159,32,藍領,高中,否,是,否,17,apr,1,-1,未知,3,0
U1629,28,老闆,大學,否,否,是,17,apr,3,-1,未知,3,0
U44689,47,老闆,大學,否,是,否,17,apr,1,-1,未知,3,0
U28018,51,藍領,高中,否,是,否,17,apr,3,-1,未知,3,0
U39422,34,管理,大學,是,是,否,17,apr,1,344,失敗,3,1
U18402,35,藍領,高中以下,否,是,否,17,apr,1,-1,未知,3,1
U37912,30,藍領,大學,否,是,否,17,apr,3,267,失敗,3,0
U29122,33,科技,大學,否,否,否,17,apr,1,-1,未知,3,1
U18848,32,老闆,大學,否,是,否,17,apr,1,337,其他,3,0
U11109,28,管理,研究所,否,是,否,17,apr,1,-1,未知,3,0
U17789,35,老闆,大學,否,是,否,17,apr,1,270,失敗,3,0
U36942,36,服務業,大學,否,是,否,17,apr,1,-1,未知,3,0
U18934,71,退休,高中,否,否,否,17,apr,1,-1,未知,3,1
U37159,30,藍領,大學,否,是,否,17,apr,7,324,失敗,3,0
U44288,33,老闆,高中,否,否,否,17,apr,3,-1,未知,3,0
U43549,30,老闆,大學,否,是,否,17,apr,1,347,失敗,3,0
U15725,34,服務業,大學,否,是,否,17,apr,1,332,失敗,3,0
U28584,29,服務業,大學,否,是,否,17,apr,1,-1,未知,3,0
U34169,31,失業,大學,否,是,否,17,apr,1,-1,未知,3,0
U18,33,藍領,大學,否,是,否,17,apr,3,332,其他,3,0
U39431,41,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U21716,33,藍領,高中,否,是,否,17,apr,1,-1,未知,3,0
U26657,43,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U41434,47,老闆,高中,否,否,否,17,apr,1,148,失敗,3,0
U5245,47,管理,研究所,否,是,否,17,apr,1,323,失敗,3,0
U22224,38,科技,研究所,否,是,否,17,apr,1,-1,未知,3,0
U18271,40,藍領,高中,否,是,是,17,apr,1,318,失敗,3,0
U39647,31,科技,大學,否,是,否,17,apr,2,-1,未知,3,0
U38903,36,藍領,高中,否,是,否,17,apr,1,-1,未知,3,0
U1443,45,藍領,高中,否,否,否,17,apr,1,-1,未知,3,0
U31692,41,科技,研究所,否,是,否,17,apr,1,267,失敗,3,0
U1236,37,老闆,高中,否,是,否,17,apr,1,-1,未知,3,0
U34096,35,管理,研究所,否,是,否,17,apr,1,-1,未知,3,1
U31760,38,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U355,36,管理,研究所,否,是,是,17,apr,1,-1,未知,3,0
U27041,32,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U12479,42,藍領,大學,否,是,否,17,apr,1,318,失敗,3,0
U1087,40,藍領,大學,否,是,是,17,apr,1,-1,未知,3,0
U33040,46,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U30470,39,科技,大學,否,是,是,17,apr,2,-1,未知,3,0
U43158,41,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U3438,42,服務業,大學,否,是,是,17,apr,1,149,失敗,3,0
U16726,34,老闆,大學,否,是,否,17,apr,1,332,失敗,3,0
U12126,50,老闆,研究所,否,是,否,17,apr,1,-1,未知,3,0
U6807,41,管理,研究所,否,是,否,17,apr,1,-1,未知,3,0
U34073,48,科技,大學,否,是,否,17,apr,1,-1,未知,3,0
U23251,34,藍領,高中,否,是,否,17,apr,2,-1,未知,3,0
U40758,53,退休,大學,否,是,是,17,apr,1,-1,未知,3,0
U14094,36,藍領,高中,否,是,否,17,apr,2,-1,未知,3,0
U351,33,藍領,高中,否,是,否,17,apr,2,-1,未知,3,1
U1566,40,服務業,大學,否,是,否,17,apr,2,-1,未知,3,1
U22886,31,藍領,大學,否,否,否,17,apr,1,-1,未知,3,0
U7311,29,管理,研究所,否,否,是,17,apr,2,-1,未知,3,0
U33041,29,藍領,大學,否,是,否,17,apr,2,316,其他,3,0
U10966,49,管理,研究所,否,是,否,17,apr,1,-1,未知,3,0
U27734,38,管理,研究所,否,是,否,17,apr,1,260,其他,3,1
U43673,29,服務業,大學,否,是,否,17,apr,1,-1,未知,3,0
U20117,47,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U17897,37,藍領,高中,否,是,否,17,apr,1,305,失敗,3,1
U13820,34,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U3966,35,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U23095,35,老闆,大學,否,是,否,17,apr,1,-1,未知,3,0
U42593,38,服務業,大學,否,是,否,17,apr,1,344,失敗,3,0
U14112,32,失業,大學,否,是,否,17,apr,1,336,失敗,3,0
U2372,32,科技,研究所,否,是,是,17,apr,1,-1,未知,3,0
U25976,38,科技,大學,否,是,是,17,apr,2,149,失敗,3,0
U8471,37,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U24120,61,退休,高中,否,否,否,17,apr,9,-1,未知,3,0
U19659,37,工程,大學,否,是,否,17,apr,1,-1,未知,3,0
U34544,36,SOHO,大學,否,是,否,17,apr,3,343,失敗,3,0
U5474,32,科技,大學,否,是,否,17,apr,1,-1,未知,3,0
U17218,52,藍領,高中,否,是,否,17,apr,1,-1,未知,3,0
U10512,44,老闆,大學,否,是,否,17,apr,2,-1,未知,3,0
U4458,37,藍領,高中,否,是,否,17,apr,1,-1,未知,3,0
U44846,46,藍領,高中,否,是,否,17,apr,1,344,失敗,3,0
U32059,45,藍領,高中,否,是,否,17,apr,1,148,其他,3,0
U16955,34,管理,研究所,否,是,否,17,apr,1,248,成功,3,0
U35771,37,老闆,研究所,否,是,否,17,apr,1,331,失敗,3,0
U23776,33,科技,大學,否,是,否,17,apr,2,-1,未知,3,0
U4719,43,藍領,大學,否,是,否,17,apr,3,345,其他,3,0
U2544,44,管理,研究所,否,是,否,17,apr,1,268,其他,3,0
U43231,34,服務業,研究所,否,是,否,17,apr,4,-1,未知,3,0
U11734,37,藍領,高中,否,是,否,17,apr,2,315,失敗,3,0
U39968,49,藍領,高中,否,是,否,17,apr,1,260,失敗,3,0
U39413,31,科技,研究所,否,是,是,17,apr,2,339,其他,3,0
U14343,33,科技,大學,否,是,否,17,apr,1,-1,未知,3,0
U36440,36,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U3579,33,管理,研究所,否,是,否,17,apr,1,-1,未知,3,0
U35833,51,藍領,大學,否,是,否,17,apr,3,-1,未知,3,0
U43705,35,管理,研究所,否,是,是,17,apr,1,-1,未知,3,0
U23132,30,藍領,大學,否,是,否,17,apr,1,150,失敗,3,0
U3294,39,藍領,高中,否,是,否,17,apr,1,-1,未知,3,0
U2751,29,科技,大學,否,是,否,17,apr,3,323,失敗,3,1
U7124,39,管理,大學,否,是,否,17,apr,4,-1,未知,3,0
U38356,32,管理,研究所,否,是,否,17,apr,3,-1,未知,3,0
U32052,38,老闆,大學,否,是,否,17,apr,1,-1,未知,3,0
U37791,36,管理,研究所,否,否,否,17,apr,2,-1,未知,3,0
U16966,41,服務業,高中,否,是,否,17,apr,1,338,失敗,3,0
U33168,39,老闆,大學,否,是,否,17,apr,1,-1,未知,3,0
U28970,35,藍領,大學,否,是,否,17,apr,1,-1,未知,3,0
U16621,38,老闆,大學,否,是,否,17,apr,1,-1,未知,3,0
U13528,39,服務業,大學,否,是,否,17,apr,1,-1,未知,3,0
U42352,41,藍領,高中,否,是,是,17,apr,3,-1,未知,3,0
U34866,38,藍領,大學,否,是,否,17,apr,4,340,失敗,3,0
U4516,29,藍領,大學,否,是,是,17,apr,2,-1,未知,3,0
U29586,35,科技,大學,否,是,否,17,apr,2,-1,未知,3,0
U35184,23,科技,大學,否,是,否,17,apr,3,325,失敗,3,0
U20847,40,科技,大學,否,否,否,17,apr,2,-1,未知,3,0
U389,51,藍領,大學,否,是,是,17,apr,2,287,失敗,3,0
U27589,28,服務業,大學,否,是,是,17,apr,2,-1,未知,3,0
U23609,74,退休,大學,否,否,否,17,apr,2,-1,未知,3,1
U4371,32,老闆,大學,否,是,否,17,apr,4,-1,未知,3,0
U12885,35,藍領,大學,否,是,否,17,apr,2,331,成功,3,0
U12466,42,藍領,高中,否,是,否,17,apr,3,-1,未知,3,1
U17802,30,藍領,大學,否,是,否,17,apr,3,329,失敗,3,0
U35565,40,老闆,大學,否,是,否,17,apr,3,-1,未知,3,0
U43591,50,藍領,高中,否,是,否,17,apr,3,324,其他,3,0
U2974,53,科技,大學,否,是,否,17,apr,3,180,成功,3,1
U32358,56,藍領,大學,否,否,否,17,apr,2,-1,未知,3,0
U22329,26,老闆,大學,否,是,否,17,apr,2,-1,未知,3,0
U44227,29,藍領,高中,否,是,是,17,apr,3,318,失敗,3,0
U21110,33,科技,研究所,否,是,否,17,apr,2,252,失敗,3,0
U42072,34,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U34769,40,管理,研究所,否,是,否,17,apr,2,-1,未知,3,0
U28612,46,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U15991,42,藍領,高中,否,是,否,17,apr,3,-1,未知,3,0
U15403,36,藍領,大學,否,否,否,17,apr,3,-1,未知,3,0
U18623,31,科技,大學,否,是,是,17,apr,3,322,其他,3,0
U28231,36,老闆,研究所,否,是,否,17,apr,2,-1,未知,3,0
U7304,30,服務業,大學,否,是,是,17,apr,4,329,其他,3,0
U31314,48,藍領,高中,否,是,是,17,apr,3,303,失敗,3,0
U31489,32,藍領,大學,否,是,否,17,apr,2,323,失敗,3,0
U3347,29,藍領,大學,否,是,否,17,apr,3,331,其他,3,0
U4195,32,家管,大學,否,是,否,17,apr,5,-1,未知,3,0
U20092,35,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U16100,31,藍領,大學,否,是,否,17,apr,2,150,失敗,3,0
U41039,36,藍領,大學,否,是,否,17,apr,2,322,失敗,3,0
U17376,38,SOHO,大學,否,是,否,17,apr,3,326,其他,3,0
U44985,38,老闆,研究所,否,否,否,17,apr,2,-1,未知,3,0
U23627,35,管理,研究所,否,是,否,17,apr,5,-1,未知,3,0
U6760,35,藍領,高中,否,否,否,17,apr,2,-1,未知,3,0
U21363,37,服務業,高中,否,是,否,17,apr,2,-1,未知,3,0
U23121,45,藍領,高中以下,否,是,否,17,apr,2,336,其他,3,0
U41725,36,管理,研究所,否,是,否,17,apr,4,150,失敗,3,0
U7734,47,管理,研究所,否,是,否,17,apr,2,-1,未知,3,0
U42999,35,服務業,高中以下,否,是,否,17,apr,2,318,其他,3,0
U35909,34,老闆,大學,否,是,否,17,apr,2,-1,未知,3,0
U43926,36,藍領,大學,否,是,否,17,apr,2,319,失敗,3,0
U9592,54,管理,高中,否,是,否,17,apr,2,-1,未知,3,0
U8204,32,老闆,大學,否,否,否,17,apr,2,343,失敗,3,0
U3854,46,服務業,大學,否,是,否,17,apr,3,150,失敗,3,0
U15571,40,藍領,高中,否,是,否,17,apr,2,-1,未知,3,0
U25686,31,科技,大學,否,是,否,17,apr,3,-1,未知,3,0
U23657,33,藍領,高中,否,是,否,17,apr,2,-1,未知,3,0
U2060,38,藍領,大學,否,是,否,17,apr,4,331,失敗,3,0
U13318,37,藍領,大學,否,是,否,17,apr,2,281,失敗,3,0
U36631,32,服務業,大學,否,是,否,17,apr,4,-1,未知,3,0
U16914,38,管理,研究所,否,是,否,17,apr,2,-1,未知,3,0
U16763,56,科技,大學,否,是,是,20,apr,2,-1,未知,3,0
U12988,37,家管,高中,否,是,否,20,apr,2,-1,未知,3,0
U14082,44,管理,研究所,否,是,否,20,apr,2,-1,未知,3,0
U10487,38,老闆,高中,否,是,否,20,apr,2,315,失敗,3,0
U35879,32,管理,研究所,否,是,是,20,apr,2,-1,未知,3,0
U21570,26,科技,大學,否,否,否,20,apr,2,-1,未知,3,1
U43381,24,藍領,大學,否,是,否,20,apr,6,-1,未知,3,0
U16811,21,藍領,大學,否,是,否,20,apr,5,-1,未知,3,0
U15649,36,藍領,大學,否,是,否,20,apr,2,341,其他,3,0
U979,32,老闆,大學,否,是,否,20,apr,3,341,失敗,3,0
U24658,35,SOHO,研究所,否,是,否,20,apr,7,-1,未知,3,0
U27849,30,管理,研究所,否,是,否,20,apr,2,291,其他,3,0
U15601,59,管理,研究所,否,是,否,17,apr,4,-1,未知,3,0
U41128,37,科技,研究所,否,是,否,17,apr,2,147,失敗,3,0
U44870,30,老闆,大學,否,是,否,17,apr,2,302,失敗,3,0
U4317,34,服務業,大學,否,是,否,17,apr,2,147,其他,3,0
U8784,35,工程,研究所,否,是,否,17,apr,2,73,失敗,3,0
U44542,47,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U20938,44,藍領,高中,否,是,否,17,apr,3,326,失敗,3,0
U43362,32,藍領,高中,否,是,否,17,apr,2,-1,未知,3,0
U13660,42,老闆,研究所,否,是,是,17,apr,4,-1,未知,3,0
U3326,23,老闆,大學,否,是,否,17,apr,2,-1,未知,3,0
U14977,47,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U17817,39,老闆,大學,否,是,否,17,apr,3,-1,未知,3,0
U21069,38,老闆,大學,否,是,是,17,apr,2,-1,未知,3,1
U44415,33,藍領,大學,否,是,是,17,apr,3,333,失敗,3,0
U72,41,科技,大學,否,否,否,17,apr,2,-1,未知,3,1
U24780,31,科技,大學,否,否,否,17,apr,3,-1,未知,3,0
U19445,46,科技,大學,否,是,否,17,apr,3,148,成功,3,0
U27974,37,老闆,大學,否,是,否,17,apr,2,-1,未知,3,0
U34017,36,老闆,高中,否,是,否,17,apr,3,-1,未知,3,0
U26414,37,SOHO,高中,否,是,否,17,apr,4,323,失敗,3,0
U34411,32,科技,大學,否,是,否,17,apr,2,-1,未知,3,0
U19743,49,科技,高中以下,否,否,否,17,apr,3,-1,未知,3,0
U25473,58,退休,高中,否,是,否,17,apr,3,-1,未知,3,0
U44129,46,服務業,大學,否,是,否,17,apr,2,337,失敗,3,0
U22365,40,服務業,大學,否,是,否,20,apr,1,305,成功,3,0
U19029,38,老闆,大學,否,是,否,17,apr,2,-1,未知,3,0
U7580,31,科技,大學,否,是,否,17,apr,2,240,失敗,3,0
U14081,32,SOHO,高中,否,是,否,17,apr,2,-1,未知,3,0
U39048,47,管理,大學,否,是,否,17,apr,3,-1,未知,3,0
U32942,29,科技,大學,否,否,否,17,apr,5,-1,未知,3,1
U34270,36,服務業,大學,否,是,否,17,apr,2,324,其他,3,0
U3588,43,科技,大學,否,是,否,17,apr,2,-1,未知,3,0
U37506,50,科技,大學,否,是,否,17,apr,2,-1,未知,3,0
U14194,31,服務業,大學,否,是,是,17,apr,2,319,失敗,3,0
U31581,35,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U9560,31,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U33747,37,管理,研究所,否,是,否,17,apr,2,332,失敗,3,0
U10040,34,藍領,高中,否,是,是,17,apr,4,275,其他,3,0
U17681,44,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U26309,38,管理,研究所,否,是,否,17,apr,2,-1,未知,3,0
U5646,25,SOHO,研究所,否,否,否,17,apr,4,-1,未知,3,0
U5862,37,藍領,高中,否,是,是,17,apr,2,-1,未知,3,0
U7267,28,服務業,大學,否,是,是,17,apr,2,-1,未知,3,0
U10538,34,藍領,研究所,否,是,否,17,apr,2,315,其他,3,0
U23444,32,科技,大學,否,是,否,17,apr,1,150,失敗,3,0
U10756,27,管理,研究所,否,是,否,17,apr,2,-1,未知,3,0
U22290,40,藍領,大學,否,是,否,17,apr,2,304,失敗,3,0
U36831,53,管理,研究所,否,是,否,17,apr,2,344,失敗,3,0
U18789,31,藍領,大學,否,是,否,17,apr,3,-1,未知,3,0
U14209,36,藍領,大學,否,是,是,17,apr,2,-1,未知,3,0
U36215,34,藍領,高中,否,是,否,17,apr,2,-1,未知,3,0
U36136,38,服務業,大學,否,是,否,17,apr,2,-1,未知,3,0
U26608,31,服務業,大學,否,是,否,17,apr,2,-1,未知,3,0
U1510,37,藍領,大學,否,是,是,17,apr,3,347,失敗,3,0
U18332,31,管理,研究所,否,是,否,17,apr,3,74,失敗,3,0
U7158,33,服務業,大學,否,否,否,17,apr,2,325,失敗,3,0
U16901,30,科技,大學,否,是,否,17,apr,2,266,失敗,3,0
U11341,48,工程,研究所,否,是,否,17,apr,2,-1,未知,3,0
U38767,49,藍領,大學,否,否,否,17,apr,1,-1,未知,3,0
U45072,31,科技,大學,否,是,否,17,apr,2,345,失敗,3,0
U27153,50,藍領,高中以下,否,是,否,17,apr,3,302,失敗,3,0
U26081,28,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U14211,41,藍領,大學,否,是,否,17,apr,2,148,失敗,3,0
U27353,43,管理,研究所,否,是,否,17,apr,4,337,其他,3,0
U42440,47,服務業,高中,否,是,否,17,apr,2,339,失敗,3,0
U26632,29,老闆,大學,否,是,否,17,apr,2,-1,未知,3,0
U25046,35,管理,研究所,否,是,否,17,apr,3,-1,未知,3,0
U37289,32,藍領,高中,否,是,是,17,apr,2,305,其他,3,0
U1478,42,藍領,大學,否,是,否,17,apr,2,-1,未知,3,0
U30817,37,藍領,大學,否,是,否,17,apr,3,-1,未知,3,0
U38781,30,藍領,大學,否,是,否,17,apr,2,317,其他,3,0
U18111,35,老闆,大學,否,是,否,17,apr,2,319,失敗,3,0
U21987,34,科技,研究所,否,是,否,17,apr,2,-1,未知,3,0
U39154,39,藍領,大學,否,是,是,17,apr,2,318,失敗,3,0
U25281,40,藍領,高中,否,是,否,17,apr,3,147,失敗,3,0
U18810,31,藍領,高中,否,是,是,17,apr,2,-1,未知,3,0
U37047,31,藍領,大學,否,是,否,17,apr,4,329,其他,3,0
U37877,39,服務業,大學,否,是,否,17,apr,2,-1,未知,3,0
U19140,47,藍領,大學,否,是,是,17,apr,2,-1,未知,3,0
U15781,35,管理,研究所,否,是,否,17,apr,2,-1,未知,3,0
U35413,33,服務業,大學,否,是,否,17,apr,2,263,失敗,3,0
U25978,51,藍領,高中,否,是,否,17,apr,3,274,失敗,3,0
U21095,39,服務業,大學,否,是,否,17,apr,2,-1,未知,3,0
U2200,57,藍領,大學,否,是,否,17,apr,3,-1,未知,3,0
U4015,50,藍領,高中,否,是,否,17,apr,2,147,成功,3,0
U22518,38,藍領,大學,否,是,是,17,apr,2,332,其他,3,0
U27980,33,老闆,大學,否,是,否,17,apr,2,333,其他,3,0
U33862,42,藍領,高中,否,是,否,17,apr,5,148,失敗,3,0
U15657,24,藍領,大學,否,是,是,17,apr,3,-1,未知,3,0
U29982,40,管理,大學,否,是,否,17,apr,2,256,失敗,3,0
U10061,36,科技,研究所,否,是,是,17,apr,2,-1,未知,3,0
U40373,32,藍領,高中,否,是,否,17,apr,2,-1,未知,3,0
U29083,53,科技,大學,否,是,否,17,apr,2,337,其他,3,0
U12491,43,管理,研究所,否,是,否,17,apr,2,254,失敗,3,0
U19290,27,失業,大學,否,是,是,17,apr,3,-1,未知,3,0
U10146,70,退休,大學,否,否,否,17,apr,1,-1,未知,3,0
U110,42,家管,大學,否,是,否,17,apr,3,-1,未知,3,0
U39612,46,服務業,高中,否,是,否,17,apr,2,150,其他,3,0
U3417,39,科技,高中,否,是,否,17,apr,2,-1,未知,3,0
U16045,33,管理,研究所,否,是,否,17,apr,1,-1,未知,3,1
U40934,35,管理,研究所,否,是,否,17,apr,6,-1,未知,3,0
U19550,37,藍領,高中,否,是,否,17,apr,2,-1,未知,3,0
U43011,53,服務業,高中,否,是,否,17,apr,2,-1,未知,3,0
U4281,53,老闆,大學,否,是,否,17,apr,2,343,其他,3,0
U27142,26,藍領,大學,否,是,否,17,apr,2,331,其他,3,0
U3047,57,家管,研究所,否,否,否,17,apr,1,-1,未知,3,1
U16011,32,科技,大學,否,是,否,17,apr,3,-1,未知,3,0
U14146,27,藍領,大學,否,是,否,17,apr,3,-1,未知,3,0
U12909,34,科技,大學,否,是,否,17,apr,2,238,失敗,3,0
U40866,49,藍領,大學,否,是,是,17,apr,2,281,失敗,3,0
U1229,40,科技,大學,否,是,是,17,apr,2,326,失敗,3,0
U32527,29,藍領,大學,否,是,否,17,apr,3,-1,未知,3,0
U4236,41,SOHO,大學,否,是,否,17,apr,2,254,其他,3,1
U28473,34,管理,研究所,否,是,是,17,apr,2,148,其他,3,0
U20332,35,藍領,高中,否,是,否,17,apr,2,316,其他,3,0
U15489,29,服務業,大學,否,是,否,17,apr,2,343,失敗,3,0
U31436,38,科技,大學,否,是,是,20,apr,3,-1,未知,3,0
